Season,Grand Prix,Driver,Constructor,FP1 Time,FP1 Gap,FP1 Laps,FP2 Time,FP2 Gap,FP2 Laps,FP3 Time,FP3 Gap,FP3 Laps,Grid Position
2015,japanese-grand-prix,Button,McLaren,115.678,6.244,6.0,111.861,3.584,9.0,96.174,2.179,15.0,16.0
2015,russian-grand-prix,Vettel,Ferrari,104.986,0.631,15.0,120.659,0.201,8.0,102.686,4.125,11.0,4.0
2015,russian-grand-prix,Sainz,Toro Rosso,105.488,1.133,13.0,122.805,2.347,7.0,102.683,4.122,19.0,20.0
2015,russian-grand-prix,Bottas,Williams,105.746,1.391,13.0,120.688,0.23,8.0,99.287,0.726,17.0,3.0
2015,russian-grand-prix,Verstappen,Toro Rosso,106.203,1.848,13.0,120.806,0.348,7.0,103.089,4.528,16.0,9.0
2015,russian-grand-prix,Button,McLaren,106.231,1.876,12.0,122.845,2.387,8.0,100.581,2.02,12.0,13.0
2015,russian-grand-prix,Massa,Williams,106.333,1.978,12.0,120.458,0.0,6.0,99.875,1.314,14.0,15.0
2015,russian-grand-prix,Alonso,McLaren,107.443,3.088,16.0,121.077,0.619,12.0,101.2,2.639,11.0,16.0
2015,russian-grand-prix,Kvyat,Red Bull,108.096,3.741,9.0,121.418,0.96,6.0,101.358,2.797,15.0,11.0
2015,mexican-grand-prix,Kvyat,Red Bull,86.295,0.305,27.0,81.776,0.245,27.0,81.53,0.447,27.0,4.0
2015,mexican-grand-prix,Räikkönen,Ferrari,86.295,0.305,36.0,82.399,0.868,33.0,84.648,3.565,4.0,15.0
2015,mexican-grand-prix,Vettel,Ferrari,86.886,0.896,31.0,81.984,0.453,32.0,81.294,0.211,24.0,3.0
2015,mexican-grand-prix,Ricciardo,Red Bull,87.185,1.195,28.0,81.868,0.337,28.0,81.201,0.118,21.0,5.0
2015,mexican-grand-prix,Rosberg,Mercedes,87.196,1.206,19.0,81.531,0.0,36.0,81.083,0.0,23.0,1.0
2015,mexican-grand-prix,Bottas,Williams,87.303,1.313,26.0,82.721,1.19,28.0,81.772,0.689,26.0,6.0
2015,mexican-grand-prix,Sainz,Toro Rosso,87.41,1.42,37.0,83.364,1.833,41.0,81.775,0.692,28.0,11.0
2015,mexican-grand-prix,Pérez,Force India,87.581,1.591,19.0,83.597,2.066,33.0,81.603,0.52,27.0,9.0
2015,mexican-grand-prix,Massa,Williams,87.695,1.705,24.0,83.289,1.758,32.0,81.945,0.862,27.0,7.0
2015,mexican-grand-prix,Hamilton,Mercedes,87.723,1.733,27.0,81.961,0.43,33.0,81.097,0.014,23.0,2.0
2015,mexican-grand-prix,Ericsson,Sauber,88.498,2.508,27.0,84.533,3.002,34.0,82.871,1.788,30.0,14.0
2015,mexican-grand-prix,Maldonado,Lotus,88.559,2.569,30.0,83.363,1.832,24.0,82.042,0.959,21.0,13.0
2015,mexican-grand-prix,Nasr,Sauber,88.579,2.589,25.0,83.43,1.899,39.0,83.067,1.984,23.0,17.0
2015,mexican-grand-prix,Hülkenberg,Force India,89.099,3.109,17.0,83.29,1.759,34.0,82.01,0.927,25.0,10.0
2015,mexican-grand-prix,Alonso,McLaren,90.072,4.082,17.0,82.993,1.462,36.0,83.065,1.982,26.0,16.0
2015,mexican-grand-prix,Rossi,Marussia,90.619,4.629,23.0,85.94,4.409,29.0,88.176,7.093,8.0,18.0
2015,mexican-grand-prix,Button,McLaren,92.091,6.101,9.0,83.109,1.578,25.0,89.336,8.253,4.0,20.0
2015,mexican-grand-prix,Stevens,Marussia,92.866,6.876,11.0,86.968,5.437,28.0,85.654,4.571,20.0,19.0
2015,brazilian-grand-prix,Hamilton,Mercedes,73.543,0.0,28.0,72.843,0.458,39.0,72.07,0.0,16.0,2.0
2015,brazilian-grand-prix,Rosberg,Mercedes,74.062,0.519,36.0,72.385,0.0,42.0,72.193,0.123,19.0,1.0
2015,brazilian-grand-prix,Vettel,Ferrari,74.168,0.625,27.0,73.345,0.96,41.0,72.76,0.69,19.0,3.0
2015,brazilian-grand-prix,Ricciardo,Red Bull,74.449,0.906,27.0,73.585,1.2,39.0,73.572,1.502,23.0,9.0
2015,brazilian-grand-prix,Räikkönen,Ferrari,74.549,1.006,20.0,73.5,1.115,43.0,73.096,1.026,20.0,5.0
2015,brazilian-grand-prix,Kvyat,Red Bull,74.696,1.153,25.0,73.848,1.463,40.0,73.829,1.759,17.0,7.0
2015,brazilian-grand-prix,Bottas,Williams,74.886,1.343,25.0,73.603,1.218,37.0,73.335,1.265,25.0,4.0
2015,brazilian-grand-prix,Verstappen,Toro Rosso,74.96,1.417,38.0,74.226,1.841,35.0,73.548,1.478,21.0,10.0
2015,brazilian-grand-prix,Hülkenberg,Force India,75.174,1.631,33.0,73.71,1.325,43.0,73.345,1.275,19.0,6.0
2015,brazilian-grand-prix,Maldonado,Lotus,75.192,1.649,31.0,74.124,1.739,42.0,73.534,1.464,20.0,16.0
2015,brazilian-grand-prix,Sainz,Toro Rosso,75.314,1.771,38.0,74.326,1.941,45.0,73.959,1.889,23.0,12.0
2015,brazilian-grand-prix,Button,McLaren,75.379,1.836,28.0,74.644,2.259,37.0,74.445,2.375,17.0,17.0
2015,brazilian-grand-prix,Nasr,Sauber,75.381,1.838,29.0,74.134,1.749,44.0,74.288,2.218,22.0,11.0
2015,brazilian-grand-prix,Pérez,Force India,75.408,1.865,32.0,74.056,1.671,34.0,73.506,1.436,18.0,13.0
2015,brazilian-grand-prix,Alonso,McLaren,75.413,1.87,29.0,75.129,2.744,10.0,73.85,1.78,19.0,20.0
2015,brazilian-grand-prix,Massa,Williams,75.469,1.926,24.0,73.87,1.485,42.0,73.742,1.672,24.0,8.0
2015,brazilian-grand-prix,Ericsson,Sauber,75.798,2.255,34.0,74.772,2.387,38.0,74.185,2.115,23.0,14.0
2015,brazilian-grand-prix,Rossi,Marussia,77.86,4.317,23.0,76.787,4.402,35.0,77.059,4.989,15.0,18.0
2015,brazilian-grand-prix,Stevens,Marussia,78.09,4.547,22.0,76.501,4.116,35.0,76.671,4.601,15.0,19.0
2015,abu-dhabi-grand-prix,Hamilton,Mercedes,103.754,0.0,28.0,102.121,0.138,31.0,102.137,0.281,20.0,2.0
2015,abu-dhabi-grand-prix,Rosberg,Mercedes,103.895,0.141,32.0,101.983,0.0,39.0,101.856,0.0,20.0,1.0
2015,abu-dhabi-grand-prix,Räikkönen,Ferrari,104.5,0.746,27.0,102.849,0.866,36.0,102.627,0.771,18.0,3.0
2015,abu-dhabi-grand-prix,Vettel,Ferrari,104.742,0.988,23.0,102.717,0.734,35.0,102.185,0.329,20.0,16.0
2015,abu-dhabi-grand-prix,Hülkenberg,Force India,104.751,0.997,22.0,102.928,0.945,35.0,102.859,1.003,18.0,7.0
2015,abu-dhabi-grand-prix,Ricciardo,Red Bull,104.893,1.139,26.0,102.647,0.664,37.0,102.726,0.87,15.0,5.0
2015,abu-dhabi-grand-prix,Pérez,Force India,104.934,1.18,27.0,102.61,0.627,23.0,102.448,0.592,18.0,4.0
2015,abu-dhabi-grand-prix,Maldonado,Lotus,105.314,1.56,29.0,103.431,1.448,37.0,103.68,1.824,18.0,13.0
2015,abu-dhabi-grand-prix,Massa,Williams,105.433,1.679,20.0,103.506,1.523,33.0,103.173,1.317,24.0,8.0
2015,abu-dhabi-grand-prix,Bottas,Williams,105.603,1.849,22.0,103.441,1.458,32.0,103.239,1.383,19.0,6.0
2015,abu-dhabi-grand-prix,Verstappen,Toro Rosso,105.718,1.964,32.0,103.662,1.679,40.0,103.826,1.97,19.0,11.0
2015,abu-dhabi-grand-prix,Button,McLaren,105.773,2.019,15.0,104.05,2.067,32.0,103.508,1.652,15.0,12.0
2015,abu-dhabi-grand-prix,Alonso,McLaren,105.865,2.111,20.0,102.955,0.972,31.0,104.014,2.158,13.0,17.0
2015,abu-dhabi-grand-prix,Nasr,Sauber,106.115,2.361,20.0,104.116,2.133,37.0,103.718,1.862,24.0,14.0
2015,abu-dhabi-grand-prix,Sainz,Toro Rosso,106.22,2.466,21.0,103.854,1.871,20.0,103.429,1.573,22.0,10.0
2015,abu-dhabi-grand-prix,Ericsson,Sauber,106.407,2.653,29.0,105.245,3.262,28.0,104.325,2.469,21.0,18.0
2015,abu-dhabi-grand-prix,Stevens,Marussia,108.836,5.082,19.0,106.45,4.467,35.0,107.283,5.427,16.0,19.0
2015,abu-dhabi-grand-prix,Merhi,Marussia,109.888,6.134,20.0,107.022,5.039,27.0,107.52,5.664,17.0,20.0
2014,australian-grand-prix,Alonso,Ferrari,91.84,0.0,20.0,90.132,0.507,28.0,90.876,1.501,11.0,5.0
2014,australian-grand-prix,Button,McLaren,92.357,0.517,23.0,90.51,0.885,33.0,90.766,1.391,20.0,11.0
2014,australian-grand-prix,Massa,Williams,92.431,0.591,19.0,91.119,1.494,31.0,91.723,2.348,20.0,9.0
2014,australian-grand-prix,Ricciardo,Red Bull,92.599,0.759,26.0,90.538,0.913,38.0,90.97,1.595,13.0,2.0
2014,australian-grand-prix,Rosberg,Mercedes,92.604,0.764,17.0,89.782,0.157,31.0,89.375,0.0,15.0,3.0
2014,australian-grand-prix,Vettel,Red Bull,92.793,0.953,10.0,90.381,0.756,41.0,92.255,2.88,14.0,13.0
2014,australian-grand-prix,Magnussen,McLaren,92.847,1.007,28.0,91.031,1.406,34.0,91.251,1.876,22.0,4.0
2014,australian-grand-prix,Räikkönen,Ferrari,92.977,1.137,19.0,90.898,1.273,32.0,91.156,1.781,12.0,12.0
2014,australian-grand-prix,Vergne,Toro Rosso,93.446,1.606,30.0,91.06,1.435,35.0,92.417,3.042,16.0,6.0
2014,australian-grand-prix,Hülkenberg,Force India,93.533,1.693,23.0,91.054,1.429,33.0,90.978,1.603,16.0,7.0
2014,australian-grand-prix,Pérez,Force India,93.855,2.015,24.0,91.283,1.658,36.0,91.665,2.29,17.0,16.0
2014,australian-grand-prix,Kvyat,Toro Rosso,94.272,2.432,27.0,92.495,2.87,36.0,91.925,2.55,17.0,8.0
2014,australian-grand-prix,Sutil,Sauber,96.445,4.605,13.0,92.355,2.73,36.0,94.188,4.813,16.0,14.0
2014,australian-grand-prix,Bianchi,Marussia,100.859,9.019,6.0,93.486,3.861,29.0,94.184,4.809,15.0,18.0
2014,australian-grand-prix,Chilton,Marussia,106.922,15.082,4.0,94.757,5.132,29.0,94.717,5.342,15.0,17.0
2014,malaysian-grand-prix,Hamilton,Mercedes,100.691,0.0,19.0,100.051,0.142,32.0,99.24,0.232,13.0,1.0
2014,malaysian-grand-prix,Räikkönen,Ferrari,100.843,0.152,20.0,99.944,0.035,30.0,100.156,1.148,13.0,6.0
2014,malaysian-grand-prix,Rosberg,Mercedes,101.028,0.337,19.0,99.909,0.0,30.0,99.008,0.0,13.0,3.0
2014,malaysian-grand-prix,Button,McLaren,101.111,0.42,20.0,100.628,0.719,28.0,125.555,26.547,4.0,10.0
2014,malaysian-grand-prix,Vergne,Toro Rosso,101.402,0.711,15.0,100.777,0.868,33.0,101.441,2.433,18.0,9.0
2014,malaysian-grand-prix,Vettel,Red Bull,101.523,0.832,9.0,99.97,0.061,30.0,100.387,1.379,14.0,2.0
2014,malaysian-grand-prix,Hülkenberg,Force India,101.642,0.951,19.0,100.691,0.782,34.0,100.523,1.515,15.0,7.0
2014,malaysian-grand-prix,Massa,Williams,101.686,0.995,23.0,100.112,0.203,34.0,100.781,1.773,20.0,13.0
2014,malaysian-grand-prix,Bottas,Williams,101.83,1.139,22.0,100.638,0.729,35.0,100.891,1.883,20.0,15.0
2014,malaysian-grand-prix,Alonso,Ferrari,101.923,1.232,14.0,100.103,0.194,29.0,100.736,1.728,14.0,4.0
2014,malaysian-grand-prix,Ricciardo,Red Bull,102.117,1.426,20.0,100.276,0.367,29.0,100.686,1.678,14.0,5.0
2014,malaysian-grand-prix,Sutil,Sauber,102.365,1.674,21.0,101.257,1.348,28.0,101.552,2.544,15.0,18.0
2014,malaysian-grand-prix,Kvyat,Toro Rosso,102.869,2.178,21.0,101.325,1.416,32.0,101.182,2.174,18.0,11.0
2014,malaysian-grand-prix,Gutiérrez,Sauber,102.904,2.213,23.0,101.407,1.498,34.0,102.041,3.033,17.0,12.0
2014,malaysian-grand-prix,Bianchi,Marussia,103.825,3.134,18.0,103.752,3.843,29.0,104.17,5.162,18.0,19.0
2014,malaysian-grand-prix,Ericsson,Caterham,105.775,5.084,24.0,105.703,5.794,31.0,104.457,5.449,12.0,22.0
2014,malaysian-grand-prix,Chilton,Marussia,106.911,6.22,10.0,103.638,3.729,20.0,103.977,4.969,16.0,21.0
2014,bahrain-grand-prix,Hamilton,Mercedes,97.502,0.0,14.0,94.325,0.0,28.0,95.324,0.0,12.0,2.0
2014,bahrain-grand-prix,Rosberg,Mercedes,97.733,0.231,13.0,94.69,0.365,31.0,95.439,0.115,12.0,1.0
2014,bahrain-grand-prix,Alonso,Ferrari,97.953,0.451,17.0,95.36,1.035,28.0,96.454,1.13,12.0,10.0
2014,bahrain-grand-prix,Hülkenberg,Force India,98.122,0.62,10.0,95.998,1.673,18.0,96.455,1.131,11.0,12.0
2014,bahrain-grand-prix,Button,McLaren,98.636,1.134,16.0,95.528,1.203,21.0,96.394,1.07,8.0,7.0
2014,bahrain-grand-prix,Räikkönen,Ferrari,98.783,1.281,12.0,96.366,2.041,33.0,96.772,1.448,13.0,6.0
2014,bahrain-grand-prix,Magnussen,McLaren,98.949,1.447,15.0,95.662,1.337,22.0,96.822,1.498,8.0,9.0
2014,bahrain-grand-prix,Kvyat,Toro Rosso,99.056,1.554,24.0,95.64,1.315,31.0,96.68,1.356,16.0,13.0
2014,bahrain-grand-prix,Pérez,Force India,99.102,1.6,21.0,95.802,1.477,40.0,95.868,0.544,10.0,5.0
2014,bahrain-grand-prix,Vettel,Red Bull,99.389,1.887,16.0,95.606,1.281,30.0,99.225,3.901,8.0,11.0
2014,bahrain-grand-prix,Massa,Williams,99.533,2.031,11.0,95.442,1.117,13.0,96.364,1.04,8.0,8.0
2014,bahrain-grand-prix,Vergne,Toro Rosso,99.862,2.36,26.0,95.972,1.647,33.0,97.03,1.706,11.0,14.0
2014,bahrain-grand-prix,Ricciardo,Red Bull,100.406,2.904,19.0,95.433,1.108,28.0,97.119,1.795,11.0,3.0
2014,bahrain-grand-prix,Sutil,Sauber,100.652,3.15,20.0,96.962,2.637,13.0,98.089,2.765,24.0,18.0
2014,bahrain-grand-prix,Maldonado,Lotus,100.793,3.291,31.0,97.259,2.934,25.0,98.88,3.556,21.0,17.0
2014,bahrain-grand-prix,Bianchi,Marussia,100.889,3.387,20.0,97.8,3.475,15.0,98.736,3.412,15.0,20.0
2014,bahrain-grand-prix,Grosjean,Lotus,101.036,3.534,24.0,97.599,3.274,23.0,99.208,3.884,17.0,16.0
2014,bahrain-grand-prix,Chilton,Marussia,101.794,4.292,20.0,98.247,3.922,10.0,99.597,4.273,14.0,22.0
2014,bahrain-grand-prix,Ericsson,Caterham,102.711,5.209,21.0,99.136,4.811,30.0,98.971,3.647,18.0,21.0
2014,chinese-grand-prix,Ricciardo,Red Bull,100.772,0.989,23.0,98.811,0.496,30.0,113.958,0.0,5.0,2.0
2014,chinese-grand-prix,Button,McLaren,100.97,1.187,23.0,99.491,1.176,29.0,115.673,1.715,4.0,12.0
2014,chinese-grand-prix,Hülkenberg,Force India,101.175,1.392,16.0,99.736,1.421,30.0,115.032,1.074,6.0,8.0
2014,chinese-grand-prix,Vergne,Toro Rosso,101.505,1.722,26.0,99.759,1.444,28.0,116.38,2.422,9.0,9.0
2014,chinese-grand-prix,Vettel,Red Bull,101.629,1.846,19.0,99.015,0.7,31.0,116.233,2.275,8.0,3.0
2014,chinese-grand-prix,Massa,Williams,101.699,1.916,14.0,99.118,0.803,25.0,114.492,0.534,5.0,6.0
2014,chinese-grand-prix,Kvyat,Toro Rosso,101.977,2.194,23.0,99.648,1.333,26.0,115.235,1.277,7.0,13.0
2014,chinese-grand-prix,Grosjean,Lotus,102.09,2.307,24.0,99.537,1.222,36.0,114.514,0.556,4.0,10.0
2014,chinese-grand-prix,Pérez,Force India,102.733,2.95,13.0,100.124,1.809,32.0,116.019,2.061,6.0,16.0
2014,chinese-grand-prix,Maldonado,Lotus,103.731,3.948,22.0,100.455,2.14,12.0,115.228,1.27,12.0,22.0
2014,chinese-grand-prix,Kobayashi,Caterham,104.038,4.255,16.0,103.53,5.215,32.0,117.812,3.854,12.0,18.0
2014,chinese-grand-prix,Gutiérrez,Sauber,104.162,4.379,17.0,100.359,2.044,32.0,117.468,3.51,9.0,17.0
2014,chinese-grand-prix,Bianchi,Marussia,104.27,4.487,7.0,102.327,4.012,27.0,117.976,4.018,14.0,19.0
2014,chinese-grand-prix,Chilton,Marussia,104.782,4.999,20.0,103.473,5.158,30.0,116.841,2.883,13.0,21.0
2014,chinese-grand-prix,Ericsson,Caterham,104.835,5.052,22.0,103.679,5.364,32.0,119.507,5.549,6.0,20.0
2014,spanish-grand-prix,Hamilton,Mercedes,87.023,0.0,17.0,85.524,0.0,33.0,86.756,0.869,9.0,1.0
2014,spanish-grand-prix,Button,McLaren,87.891,0.868,26.0,87.811,2.287,29.0,88.006,2.119,11.0,8.0
2014,spanish-grand-prix,Ricciardo,Red Bull,87.973,0.95,21.0,86.509,0.985,38.0,87.808,1.921,12.0,3.0
2014,spanish-grand-prix,Alonso,Ferrari,88.128,1.105,23.0,87.121,1.597,33.0,87.188,1.301,15.0,7.0
2014,spanish-grand-prix,Rosberg,Mercedes,88.168,1.145,9.0,85.973,0.449,36.0,85.887,0.0,16.0,2.0
2014,spanish-grand-prix,Räikkönen,Ferrari,88.337,1.314,19.0,87.296,1.772,33.0,88.419,2.532,16.0,6.0
2014,spanish-grand-prix,Magnussen,McLaren,88.423,1.4,27.0,87.788,2.264,37.0,87.806,1.919,16.0,15.0
2014,spanish-grand-prix,Maldonado,Lotus,88.744,1.721,34.0,87.866,2.342,42.0,88.076,2.189,19.0,22.0
2014,spanish-grand-prix,Pérez,Force India,88.779,1.756,18.0,89.129,3.605,34.0,88.571,2.684,13.0,12.0
2014,spanish-grand-prix,Massa,Williams,88.791,1.768,13.0,87.824,2.3,31.0,87.223,1.336,10.0,9.0
2014,spanish-grand-prix,Kvyat,Toro Rosso,88.792,1.769,24.0,88.049,2.525,35.0,88.298,2.411,16.0,13.0
2014,spanish-grand-prix,Hülkenberg,Force India,88.828,1.805,17.0,88.074,2.55,31.0,88.668,2.781,13.0,11.0
2014,spanish-grand-prix,Vergne,Toro Rosso,88.859,1.836,24.0,88.246,2.722,30.0,88.242,2.355,16.0,16.0
2014,spanish-grand-prix,Sutil,Sauber,89.688,2.665,16.0,88.284,2.76,33.0,88.715,2.828,16.0,17.0
2014,spanish-grand-prix,Bianchi,Marussia,89.82,2.797,22.0,89.991,4.467,26.0,90.67,4.783,12.0,19.0
2014,spanish-grand-prix,Grosjean,Lotus,89.944,2.921,21.0,89.493,3.969,26.0,87.682,1.795,18.0,5.0
2014,spanish-grand-prix,Chilton,Marussia,90.748,3.725,19.0,91.148,5.624,28.0,90.169,4.282,15.0,18.0
2014,spanish-grand-prix,Kobayashi,Caterham,90.997,3.974,22.0,91.338,5.814,38.0,90.712,4.825,18.0,21.0
2014,spanish-grand-prix,Ericsson,Caterham,91.421,4.398,22.0,91.586,6.062,39.0,91.559,5.672,19.0,20.0
2014,monaco-grand-prix,Hamilton,Mercedes,78.271,0.0,32.0,78.901,0.419,12.0,76.758,0.0,27.0,2.0
2014,monaco-grand-prix,Rosberg,Mercedes,78.303,0.032,31.0,82.862,4.38,11.0,76.874,0.116,24.0,1.0
2014,monaco-grand-prix,Ricciardo,Red Bull,78.506,0.235,37.0,79.779,1.297,11.0,76.808,0.05,26.0,3.0
2014,monaco-grand-prix,Alonso,Ferrari,78.93,0.659,31.0,78.482,0.0,15.0,77.428,0.67,22.0,5.0
2014,monaco-grand-prix,Vettel,Red Bull,79.043,0.772,33.0,79.017,0.535,15.0,77.184,0.426,23.0,4.0
2014,monaco-grand-prix,Räikkönen,Ferrari,79.467,1.196,31.0,105.509,27.027,4.0,77.448,0.69,24.0,6.0
2014,monaco-grand-prix,Bottas,Williams,79.494,1.223,31.0,79.421,0.939,9.0,78.43,1.672,31.0,13.0
2014,monaco-grand-prix,Pérez,Force India,79.666,1.395,29.0,79.668,1.186,9.0,77.725,0.967,23.0,10.0
2014,monaco-grand-prix,Magnussen,McLaren,79.789,1.518,29.0,80.23,1.748,16.0,78.249,1.491,28.0,8.0
2014,monaco-grand-prix,Hülkenberg,Force India,79.856,1.585,38.0,79.712,1.23,10.0,78.074,1.316,21.0,11.0
2014,monaco-grand-prix,Button,McLaren,80.033,1.762,35.0,79.721,1.239,16.0,78.262,1.504,21.0,12.0
2014,monaco-grand-prix,Gutiérrez,Sauber,80.118,1.847,33.0,81.467,2.985,8.0,79.149,2.391,28.0,17.0
2014,monaco-grand-prix,Grosjean,Lotus,80.207,1.936,33.0,81.7,3.218,6.0,78.776,2.018,26.0,14.0
2014,monaco-grand-prix,Maldonado,Lotus,80.241,1.97,38.0,80.977,2.495,7.0,79.118,2.36,28.0,15.0
2014,monaco-grand-prix,Vergne,Toro Rosso,80.26,1.989,36.0,79.351,0.869,14.0,78.136,1.378,19.0,7.0
2014,monaco-grand-prix,Massa,Williams,80.517,2.246,25.0,80.394,1.912,8.0,78.542,1.784,30.0,16.0
2014,monaco-grand-prix,Sutil,Sauber,80.736,2.465,18.0,80.811,2.329,8.0,78.598,1.84,24.0,18.0
2014,monaco-grand-prix,Kvyat,Toro Rosso,80.914,2.643,37.0,80.622,2.14,13.0,78.166,1.408,26.0,9.0
2014,monaco-grand-prix,Bianchi,Marussia,81.31,3.039,27.0,81.937,3.455,13.0,78.872,2.114,23.0,19.0
2014,monaco-grand-prix,Ericsson,Caterham,82.063,3.792,40.0,83.164,4.682,6.0,80.589,3.831,30.0,22.0
2014,monaco-grand-prix,Kobayashi,Caterham,82.492,4.221,38.0,81.924,3.442,6.0,80.271,3.513,32.0,21.0
2014,monaco-grand-prix,Chilton,Marussia,85.817,7.546,7.0,82.683,4.201,13.0,80.394,3.636,25.0,20.0
2014,canadian-grand-prix,Alonso,Ferrari,77.238,0.0,21.0,76.701,0.583,27.0,76.488,0.878,15.0,7.0
2014,canadian-grand-prix,Hamilton,Mercedes,77.254,0.016,25.0,76.118,0.0,42.0,75.61,0.0,18.0,2.0
2014,canadian-grand-prix,Rosberg,Mercedes,77.384,0.146,32.0,76.293,0.175,39.0,76.12,0.51,20.0,1.0
2014,canadian-grand-prix,Vettel,Red Bull,78.131,0.893,28.0,76.573,0.455,26.0,76.884,1.274,15.0,3.0
2014,canadian-grand-prix,Bottas,Williams,78.361,1.123,20.0,76.893,0.775,37.0,76.684,1.074,20.0,4.0
2014,canadian-grand-prix,Ricciardo,Red Bull,78.435,1.197,26.0,77.644,1.526,36.0,76.504,0.894,15.0,6.0
2014,canadian-grand-prix,Button,McLaren,78.446,1.208,33.0,77.059,0.941,38.0,77.36,1.75,23.0,9.0
2014,canadian-grand-prix,Magnussen,McLaren,78.514,1.276,31.0,77.052,0.934,42.0,76.993,1.383,19.0,12.0
2014,canadian-grand-prix,Räikkönen,Ferrari,78.578,1.34,15.0,76.648,0.53,31.0,76.528,0.918,22.0,10.0
2014,canadian-grand-prix,Vergne,Toro Rosso,78.643,1.405,14.0,77.18,1.062,40.0,76.824,1.214,19.0,8.0
2014,canadian-grand-prix,Hülkenberg,Force India,78.733,1.495,30.0,77.712,1.594,35.0,76.944,1.334,17.0,11.0
2014,canadian-grand-prix,Pérez,Force India,78.959,1.721,22.0,77.819,1.701,33.0,77.188,1.578,19.0,13.0
2014,canadian-grand-prix,Sutil,Sauber,79.108,1.87,24.0,77.964,1.846,47.0,77.9,2.29,23.0,16.0
2014,canadian-grand-prix,Grosjean,Lotus,79.142,1.904,32.0,77.626,1.508,28.0,77.121,1.511,21.0,14.0
2014,canadian-grand-prix,Kvyat,Toro Rosso,79.177,1.939,21.0,78.732,2.614,9.0,76.82,1.21,21.0,15.0
2014,canadian-grand-prix,Maldonado,Lotus,79.34,2.102,37.0,77.868,1.75,27.0,77.224,1.614,21.0,17.0
2014,canadian-grand-prix,Massa,Williams,79.575,2.337,7.0,76.774,0.656,37.0,76.086,0.476,16.0,5.0
2014,canadian-grand-prix,Gutiérrez,Sauber,79.804,2.566,15.0,78.34,2.222,43.0,82.388,6.778,6.0,22.0
2014,canadian-grand-prix,Bianchi,Marussia,80.2,2.962,15.0,92.127,16.009,3.0,78.518,2.908,25.0,19.0
2014,canadian-grand-prix,Chilton,Marussia,80.844,3.606,26.0,78.693,2.575,34.0,78.525,2.915,19.0,18.0
2014,canadian-grand-prix,Ericsson,Caterham,81.404,4.166,33.0,82.418,6.3,13.0,79.865,4.255,23.0,21.0
2014,austrian-grand-prix,Rosberg,Mercedes,71.295,0.0,19.0,69.919,0.377,50.0,69.999,0.151,31.0,3.0
2014,austrian-grand-prix,Hamilton,Mercedes,71.435,0.14,32.0,69.542,0.0,37.0,69.898,0.05,25.0,9.0
2014,austrian-grand-prix,Alonso,Ferrari,71.606,0.311,23.0,70.47,0.928,40.0,70.054,0.206,17.0,4.0
2014,austrian-grand-prix,Massa,Williams,71.756,0.461,27.0,70.521,0.979,39.0,69.901,0.053,21.0,1.0
2014,austrian-grand-prix,Button,McLaren,71.839,0.544,33.0,70.813,1.271,44.0,74.237,4.389,4.0,12.0
2014,austrian-grand-prix,Pérez,Force India,72.009,0.714,33.0,71.296,1.754,36.0,71.235,1.387,18.0,11.0
2014,austrian-grand-prix,Hülkenberg,Force India,72.072,0.777,20.0,71.935,2.393,39.0,70.683,0.835,22.0,10.0
2014,austrian-grand-prix,Bottas,Williams,72.114,0.819,21.0,70.519,0.977,44.0,69.848,0.0,22.0,2.0
2014,austrian-grand-prix,Magnussen,McLaren,72.313,1.018,36.0,70.936,1.394,45.0,70.449,0.601,23.0,6.0
2014,austrian-grand-prix,Vergne,Toro Rosso,72.364,1.069,30.0,70.972,1.43,39.0,71.043,1.195,22.0,15.0
2014,austrian-grand-prix,Räikkönen,Ferrari,72.365,1.07,21.0,70.974,1.432,45.0,70.488,0.64,22.0,8.0
2014,austrian-grand-prix,Kvyat,Toro Rosso,72.372,1.077,35.0,71.261,1.719,45.0,69.927,0.079,25.0,7.0
2014,austrian-grand-prix,Ricciardo,Red Bull,72.57,1.275,28.0,70.92,1.378,36.0,70.392,0.544,19.0,5.0
2014,austrian-grand-prix,Gutiérrez,Sauber,72.984,1.689,29.0,71.491,1.949,42.0,71.558,1.71,23.0,18.0
2014,austrian-grand-prix,Vettel,Red Bull,72.988,1.693,25.0,70.807,1.265,39.0,70.562,0.714,21.0,13.0
2014,austrian-grand-prix,Grosjean,Lotus,73.168,1.873,28.0,72.262,2.72,46.0,71.103,1.255,22.0,16.0
2014,austrian-grand-prix,Maldonado,Lotus,73.642,2.347,27.0,71.765,2.223,30.0,70.776,0.928,26.0,14.0
2014,austrian-grand-prix,Bianchi,Marussia,73.738,2.443,26.0,72.279,2.737,36.0,71.848,2.0,21.0,19.0
2014,austrian-grand-prix,Chilton,Marussia,73.857,2.562,28.0,72.229,2.687,43.0,72.915,3.067,14.0,21.0
2014,austrian-grand-prix,Kobayashi,Caterham,74.611,3.316,24.0,72.937,3.395,24.0,72.32,2.472,23.0,20.0
2014,austrian-grand-prix,Sutil,Sauber,74.691,3.396,9.0,71.806,2.264,42.0,71.294,1.446,24.0,17.0
2014,austrian-grand-prix,Ericsson,Caterham,77.501,6.206,8.0,73.596,4.054,48.0,72.892,3.044,27.0,22.0
2014,british-grand-prix,Ricciardo,Red Bull,96.623,1.199,21.0,95.511,1.003,11.0,112.631,0.109,6.0,8.0
