Season,Grand Prix,Driver,Constructor,FP1 Time,FP1 Gap,FP1 Laps,FP2 Time,FP2 Gap,FP2 Laps,FP3 Time,FP3 Gap,FP3 Laps,Grid Position
2023,bahrain-grand-prix,Pérez,Red Bull,92.758,0.0,21.0,91.078,0.171,26.0,92.446,0.106,12.0,2.0
2023,bahrain-grand-prix,Alonso,Aston Martin,93.196,0.438,22.0,90.907,0.0,25.0,92.34,0.0,13.0,5.0
2023,bahrain-grand-prix,Verstappen,Red Bull,93.375,0.617,21.0,91.076,0.169,24.0,92.345,0.005,13.0,1.0
2023,bahrain-grand-prix,Norris,McLaren,94.165,1.407,21.0,91.57,0.663,27.0,93.202,0.862,16.0,11.0
2023,bahrain-grand-prix,Leclerc,Ferrari,94.257,1.499,17.0,91.367,0.46,26.0,92.624,0.284,21.0,3.0
2023,bahrain-grand-prix,Stroll,Aston Martin,94.298,1.54,17.0,91.45,0.543,28.0,92.919,0.579,16.0,8.0
2023,bahrain-grand-prix,Magnussen,Haas,94.402,1.644,20.0,92.11,1.203,18.0,93.381,1.041,21.0,17.0
2023,bahrain-grand-prix,Zhou,Alfa Romeo,94.575,1.817,18.0,91.586,0.679,27.0,93.18,0.84,13.0,13.0
2023,bahrain-grand-prix,Bottas,Alfa Romeo,94.689,1.931,20.0,91.793,0.886,28.0,93.629,1.289,14.0,12.0
2023,bahrain-grand-prix,Hamilton,Mercedes,94.917,2.159,13.0,91.543,0.636,27.0,92.555,0.215,17.0,7.0
2023,bahrain-grand-prix,Russell,Mercedes,94.966,2.208,20.0,91.882,0.975,25.0,92.731,0.391,17.0,6.0
2023,bahrain-grand-prix,Piastri,McLaren,94.997,2.239,24.0,92.024,1.117,27.0,93.045,0.705,12.0,18.0
2023,bahrain-grand-prix,Tsunoda,AlphaTauri,95.015,2.257,20.0,92.525,1.618,27.0,93.475,1.135,15.0,14.0
2023,bahrain-grand-prix,Hülkenberg,Haas,95.043,2.285,22.0,91.376,0.469,25.0,93.423,1.083,23.0,10.0
2023,bahrain-grand-prix,Ocon,Alpine,95.105,2.347,20.0,91.608,0.701,25.0,93.116,0.776,16.0,9.0
2023,bahrain-grand-prix,de,AlphaTauri,95.402,2.644,25.0,92.605,1.698,28.0,94.082,1.742,18.0,19.0
2023,bahrain-grand-prix,Gasly,Alpine,95.455,2.697,22.0,91.475,0.568,24.0,93.064,0.724,13.0,20.0
2023,bahrain-grand-prix,Sargeant,Williams,95.749,2.991,24.0,92.749,1.842,29.0,93.665,1.325,15.0,16.0
2023,bahrain-grand-prix,Albon,Williams,96.018,3.26,15.0,92.44,1.533,28.0,93.882,1.542,15.0,15.0
2023,bahrain-grand-prix,Sainz,Ferrari,96.072,3.314,21.0,91.956,1.049,28.0,92.945,0.605,21.0,4.0
2023,saudi-arabian-grand-prix,Verstappen,Red Bull,89.617,0.0,18.0,89.603,0.0,29.0,88.485,0.0,20.0,15.0
2023,saudi-arabian-grand-prix,Pérez,Red Bull,90.1,0.483,20.0,89.902,0.299,26.0,89.098,0.613,15.0,1.0
2023,saudi-arabian-grand-prix,Alonso,Aston Martin,90.315,0.698,22.0,89.811,0.208,26.0,89.483,0.998,21.0,3.0
2023,saudi-arabian-grand-prix,Stroll,Aston Martin,90.577,0.96,20.0,90.11,0.507,27.0,89.509,1.024,21.0,6.0
2023,saudi-arabian-grand-prix,Russell,Mercedes,90.771,1.154,26.0,90.07,0.467,27.0,89.811,1.326,19.0,4.0
2023,saudi-arabian-grand-prix,Hamilton,Mercedes,90.787,1.17,26.0,90.599,0.996,27.0,89.568,1.083,18.0,8.0
2023,saudi-arabian-grand-prix,Sainz,Ferrari,90.924,1.307,23.0,90.592,0.989,29.0,89.761,1.276,16.0,5.0
2023,saudi-arabian-grand-prix,Gasly,Alpine,90.949,1.332,24.0,90.1,0.497,28.0,89.701,1.216,19.0,10.0
2023,saudi-arabian-grand-prix,Albon,Williams,91.03,1.413,23.0,90.81,1.207,27.0,89.983,1.498,18.0,17.0
2023,saudi-arabian-grand-prix,Tsunoda,AlphaTauri,91.11,1.493,25.0,90.776,1.173,30.0,90.797,2.312,20.0,16.0
2023,saudi-arabian-grand-prix,Leclerc,Ferrari,91.118,1.501,26.0,90.341,0.738,28.0,89.588,1.103,16.0,2.0
2023,saudi-arabian-grand-prix,Ocon,Alpine,91.181,1.564,22.0,90.039,0.436,27.0,89.953,1.468,19.0,7.0
2023,saudi-arabian-grand-prix,Piastri,McLaren,91.491,1.874,24.0,90.964,1.361,26.0,89.698,1.213,23.0,9.0
2023,saudi-arabian-grand-prix,Hülkenberg,Haas,91.552,1.935,22.0,90.181,0.578,27.0,89.933,1.448,19.0,11.0
2023,saudi-arabian-grand-prix,Magnussen,Haas,91.566,1.949,23.0,90.82,1.217,25.0,90.131,1.646,15.0,13.0
2023,saudi-arabian-grand-prix,Sargeant,Williams,91.922,2.305,26.0,90.959,1.356,30.0,90.035,1.55,18.0,20.0
2023,saudi-arabian-grand-prix,Bottas,Alfa Romeo,91.97,2.353,25.0,91.052,1.449,30.0,90.317,1.832,20.0,14.0
2023,saudi-arabian-grand-prix,Zhou,Alfa Romeo,91.986,2.369,22.0,90.837,1.234,27.0,89.917,1.432,21.0,12.0
2023,saudi-arabian-grand-prix,Norris,McLaren,92.149,2.532,21.0,90.721,1.118,27.0,89.69,1.205,18.0,19.0
2023,australian-grand-prix,Verstappen,Red Bull,78.79,0.0,17.0,79.502,0.615,12.0,77.565,0.0,24.0,1.0
2023,australian-grand-prix,Hamilton,Mercedes,79.223,0.433,20.0,80.323,1.436,17.0,78.138,0.573,25.0,3.0
2023,australian-grand-prix,Pérez,Red Bull,79.293,0.503,19.0,80.083,1.196,15.0,78.123,0.558,18.0,20.0
2023,australian-grand-prix,Alonso,Aston Martin,79.317,0.527,23.0,78.887,0.0,13.0,77.727,0.162,26.0,4.0
2023,australian-grand-prix,Leclerc,Ferrari,79.378,0.588,16.0,79.332,0.445,10.0,78.691,1.126,28.0,7.0
2023,australian-grand-prix,Sainz,Ferrari,79.505,0.715,20.0,79.695,0.808,12.0,78.127,0.562,29.0,5.0
2023,australian-grand-prix,Norris,McLaren,79.536,0.746,16.0,80.176,1.289,20.0,79.146,1.581,12.0,13.0
2023,australian-grand-prix,Gasly,Alpine,79.646,0.856,22.0,80.206,1.319,12.0,78.094,0.529,23.0,9.0
2023,australian-grand-prix,Russell,Mercedes,79.699,0.909,23.0,79.672,0.785,20.0,77.955,0.39,23.0,2.0
2023,australian-grand-prix,Stroll,Aston Martin,79.766,0.976,19.0,80.579,1.692,15.0,78.198,0.633,22.0,6.0
2023,australian-grand-prix,Albon,Williams,79.766,0.976,21.0,81.182,2.295,18.0,78.553,0.988,21.0,8.0
2023,australian-grand-prix,Piastri,McLaren,79.777,0.987,22.0,80.38,1.493,24.0,78.713,1.148,21.0,16.0
2023,australian-grand-prix,Hülkenberg,Haas,79.806,1.016,19.0,80.194,1.307,19.0,78.41,0.845,24.0,10.0
2023,australian-grand-prix,de,AlphaTauri,79.933,1.143,25.0,80.6,1.713,8.0,79.092,1.527,23.0,15.0
2023,australian-grand-prix,Ocon,Alpine,80.175,1.385,20.0,79.725,0.838,12.0,77.938,0.373,23.0,11.0
2023,australian-grand-prix,Tsunoda,AlphaTauri,80.399,1.609,14.0,80.22,1.333,18.0,78.901,1.336,22.0,12.0
2023,australian-grand-prix,Bottas,Alfa Romeo,80.419,1.629,21.0,80.312,1.425,22.0,78.809,1.244,24.0,19.0
2023,australian-grand-prix,Zhou,Alfa Romeo,80.569,1.779,22.0,80.47,1.583,22.0,78.33,0.765,20.0,17.0
2023,australian-grand-prix,Magnussen,Haas,81.147,2.357,17.0,81.266,2.379,18.0,79.056,1.491,26.0,14.0
2023,miami-grand-prix,Russell,Mercedes,90.125,0.0,18.0,89.216,1.286,21.0,88.606,1.071,20.0,6.0
2023,miami-grand-prix,Hamilton,Mercedes,90.337,0.212,24.0,88.858,0.928,23.0,88.718,1.183,23.0,13.0
2023,miami-grand-prix,Leclerc,Ferrari,90.449,0.324,23.0,88.398,0.468,20.0,87.941,0.406,26.0,7.0
2023,miami-grand-prix,Verstappen,Red Bull,90.549,0.424,22.0,87.93,0.0,23.0,87.535,0.0,18.0,9.0
2023,miami-grand-prix,Sainz,Ferrari,90.724,0.599,23.0,88.315,0.385,26.0,88.125,0.59,27.0,3.0
2023,miami-grand-prix,Gasly,Alpine,91.104,0.979,20.0,89.098,1.168,22.0,88.428,0.893,24.0,5.0
2023,miami-grand-prix,Alonso,Aston Martin,91.231,1.106,24.0,88.66,0.73,25.0,88.618,1.083,24.0,2.0
2023,miami-grand-prix,Stroll,Aston Martin,91.337,1.212,24.0,88.93,1.0,23.0,88.723,1.188,24.0,18.0
2023,miami-grand-prix,Hülkenberg,Haas,91.392,1.267,14.0,89.393,1.463,22.0,88.497,0.962,16.0,12.0
2023,miami-grand-prix,Ocon,Alpine,91.542,1.417,27.0,88.937,1.007,25.0,88.407,0.872,25.0,8.0
2023,miami-grand-prix,Pérez,Red Bull,91.566,1.441,22.0,88.419,0.489,24.0,88.05,0.515,22.0,1.0
2023,miami-grand-prix,Piastri,McLaren,91.81,1.685,24.0,89.339,1.409,24.0,89.375,1.84,18.0,19.0
2023,miami-grand-prix,Magnussen,Haas,91.853,1.728,25.0,89.171,1.241,22.0,88.607,1.072,14.0,4.0
2023,miami-grand-prix,Bottas,Alfa Romeo,91.902,1.777,24.0,89.189,1.259,26.0,88.456,0.921,19.0,10.0
2023,miami-grand-prix,Albon,Williams,91.903,1.778,25.0,89.046,1.116,26.0,88.561,1.026,20.0,11.0
2023,miami-grand-prix,Norris,McLaren,91.997,1.872,23.0,88.741,0.811,24.0,89.401,1.866,18.0,16.0
2023,miami-grand-prix,Zhou,Alfa Romeo,92.134,2.009,22.0,89.181,1.251,27.0,89.074,1.539,19.0,14.0
2023,miami-grand-prix,Tsunoda,AlphaTauri,92.169,2.044,28.0,89.613,1.683,25.0,89.179,1.644,20.0,17.0
2023,miami-grand-prix,Sargeant,Williams,92.619,2.494,27.0,90.038,2.108,27.0,89.264,1.729,20.0,20.0
2023,miami-grand-prix,de,AlphaTauri,94.637,4.512,10.0,89.928,1.998,25.0,89.447,1.912,22.0,15.0
2023,monaco-grand-prix,Sainz,Ferrari,73.372,0.0,26.0,72.569,0.107,22.0,73.261,0.485,20.0,5.0
2023,monaco-grand-prix,Alonso,Aston Martin,73.71,0.338,28.0,72.682,0.22,32.0,73.697,0.921,18.0,2.0
2023,monaco-grand-prix,Hamilton,Mercedes,74.035,0.663,27.0,72.96,0.498,29.0,73.486,0.71,17.0,6.0
2023,monaco-grand-prix,Pérez,Red Bull,74.038,0.666,27.0,72.991,0.529,30.0,72.849,0.073,24.0,20.0
2023,monaco-grand-prix,Leclerc,Ferrari,74.093,0.721,24.0,72.527,0.065,33.0,73.475,0.699,19.0,3.0
2023,monaco-grand-prix,Verstappen,Red Bull,74.244,0.872,26.0,72.462,0.0,30.0,72.776,0.0,19.0,1.0
2023,monaco-grand-prix,Norris,McLaren,74.467,1.095,25.0,72.906,0.444,18.0,73.396,0.62,21.0,10.0
2023,monaco-grand-prix,Ocon,Alpine,74.585,1.213,29.0,73.162,0.7,30.0,73.496,0.72,18.0,4.0
2023,monaco-grand-prix,Stroll,Aston Martin,74.653,1.281,28.0,73.185,0.723,31.0,72.942,0.166,20.0,14.0
2023,monaco-grand-prix,Albon,Williams,74.666,1.294,32.0,74.217,1.755,10.0,73.93,1.154,23.0,13.0
2023,monaco-grand-prix,Bottas,Alfa Romeo,74.718,1.346,29.0,73.05,0.588,33.0,73.521,0.745,20.0,15.0
2023,monaco-grand-prix,Magnussen,Haas,74.725,1.353,29.0,73.457,0.995,28.0,73.624,0.848,13.0,17.0
2023,monaco-grand-prix,Tsunoda,AlphaTauri,74.82,1.448,29.0,73.641,1.179,22.0,73.738,0.962,21.0,9.0
2023,monaco-grand-prix,Gasly,Alpine,74.866,1.494,30.0,73.089,0.627,28.0,73.453,0.677,24.0,7.0
2023,monaco-grand-prix,Russell,Mercedes,75.066,1.694,24.0,73.191,0.729,32.0,73.59,0.814,18.0,8.0
2023,monaco-grand-prix,de,AlphaTauri,75.083,1.711,33.0,73.663,1.201,34.0,74.187,1.411,24.0,12.0
2023,monaco-grand-prix,Piastri,McLaren,75.192,1.82,32.0,73.673,1.211,30.0,73.998,1.222,18.0,11.0
2023,monaco-grand-prix,Sargeant,Williams,75.557,2.185,30.0,74.238,1.776,33.0,73.851,1.075,19.0,16.0
2023,monaco-grand-prix,Zhou,Alfa Romeo,75.684,2.312,25.0,73.354,0.892,32.0,73.772,0.996,20.0,19.0
2023,monaco-grand-prix,Hülkenberg,Haas,75.785,2.413,17.0,73.52,1.058,33.0,73.65,0.874,16.0,18.0
2023,spanish-grand-prix,Verstappen,Red Bull,74.606,0.0,32.0,73.907,0.0,34.0,73.664,0.0,14.0,1.0
2023,spanish-grand-prix,Pérez,Red Bull,75.374,0.768,32.0,74.219,0.312,30.0,73.914,0.25,14.0,11.0
2023,spanish-grand-prix,Ocon,Alpine,75.418,0.812,28.0,74.242,0.335,30.0,75.266,1.602,15.0,7.0
2023,spanish-grand-prix,de,AlphaTauri,75.504,0.898,27.0,74.785,0.878,33.0,74.693,1.029,18.0,14.0
2023,spanish-grand-prix,Gasly,Alpine,75.545,0.939,27.0,74.457,0.55,29.0,75.841,2.177,14.0,4.0
2023,spanish-grand-prix,Alonso,Aston Martin,75.547,0.941,24.0,74.077,0.17,30.0,74.264,0.6,14.0,9.0
2023,spanish-grand-prix,Magnussen,Haas,75.689,1.083,22.0,74.713,0.806,24.0,75.534,1.87,12.0,17.0
2023,spanish-grand-prix,Leclerc,Ferrari,75.694,1.088,28.0,74.246,0.339,32.0,74.353,0.689,18.0,19.0
2023,spanish-grand-prix,Sainz,Ferrari,75.726,1.12,27.0,74.274,0.367,32.0,74.24,0.576,20.0,2.0
2023,spanish-grand-prix,Russell,Mercedes,75.753,1.147,32.0,74.392,0.485,31.0,74.278,0.614,16.0,12.0
2023,spanish-grand-prix,Norris,McLaren,75.783,1.177,25.0,74.694,0.787,30.0,74.681,1.017,20.0,3.0
2023,spanish-grand-prix,Hamilton,Mercedes,75.845,1.239,29.0,74.549,0.642,31.0,74.072,0.408,9.0,5.0
2023,spanish-grand-prix,Zhou,Alfa Romeo,75.906,1.3,24.0,74.585,0.678,29.0,74.681,1.017,15.0,13.0
2023,spanish-grand-prix,Tsunoda,AlphaTauri,75.915,1.309,27.0,74.84,0.933,34.0,74.659,0.995,16.0,15.0
2023,spanish-grand-prix,Stroll,Aston Martin,75.939,1.333,25.0,75.01,1.103,31.0,74.756,1.092,14.0,6.0
2023,spanish-grand-prix,Bottas,Alfa Romeo,75.978,1.372,24.0,74.448,0.541,32.0,74.36,0.696,15.0,16.0
2023,spanish-grand-prix,Piastri,McLaren,76.353,1.747,26.0,74.583,0.676,30.0,75.105,1.441,17.0,10.0
2023,spanish-grand-prix,Hülkenberg,Haas,76.461,1.855,28.0,74.177,0.27,31.0,74.988,1.324,12.0,8.0
2023,spanish-grand-prix,Sargeant,Williams,76.506,1.9,30.0,75.415,1.508,33.0,76.529,2.865,5.0,20.0
2023,spanish-grand-prix,Albon,Williams,76.63,2.024,28.0,75.056,1.149,32.0,75.851,2.187,13.0,18.0
2023,canadian-grand-prix,Bottas,Alfa Romeo,78.728,0.0,3.0,74.22,0.502,40.0,84.988,1.882,22.0,15.0
2023,canadian-grand-prix,Stroll,Aston Martin,79.175,0.447,3.0,74.419,0.701,31.0,84.944,1.838,22.0,13.0
2023,canadian-grand-prix,Alonso,Aston Martin,79.807,1.079,3.0,74.044,0.326,38.0,84.483,1.377,18.0,3.0
2023,canadian-grand-prix,Pérez,Red Bull,80.154,1.426,3.0,74.25,0.532,29.0,85.857,2.751,20.0,12.0
2023,canadian-grand-prix,Verstappen,Red Bull,80.231,1.503,3.0,74.142,0.424,34.0,83.106,0.0,22.0,1.0
2023,canadian-grand-prix,Piastri,McLaren,81.496,2.768,3.0,74.533,0.815,38.0,85.191,2.085,25.0,9.0
2023,canadian-grand-prix,Magnussen,Haas,84.045,5.317,3.0,74.544,0.826,36.0,84.715,1.609,23.0,14.0
2023,canadian-grand-prix,Hülkenberg,Haas,84.336,5.608,3.0,76.369,2.651,11.0,85.14,2.034,20.0,2.0
2023,canadian-grand-prix,Zhou,Alfa Romeo,84.961,6.233,3.0,74.811,1.093,37.0,86.75,3.644,23.0,20.0
2023,canadian-grand-prix,Sainz,Ferrari,85.991,7.263,3.0,73.844,0.126,39.0,84.765,1.659,14.0,8.0
2023,canadian-grand-prix,Leclerc,Ferrari,86.809,8.081,3.0,74.094,0.376,38.0,83.397,0.291,22.0,11.0
2023,canadian-grand-prix,de,AlphaTauri,92.274,13.546,3.0,75.002,1.284,38.0,85.725,2.619,24.0,18.0
2023,british-grand-prix,Verstappen,Red Bull,88.6,0.0,26.0,88.078,0.0,27.0,88.266,0.847,19.0,1.0
2023,british-grand-prix,Pérez,Red Bull,89.048,0.448,22.0,88.342,0.264,30.0,88.904,1.485,19.0,15.0
2023,british-grand-prix,Albon,Williams,89.089,0.489,22.0,88.296,0.218,30.0,87.592,0.173,14.0,8.0
2023,british-grand-prix,Alonso,Aston Martin,89.268,0.668,21.0,89.134,1.056,26.0,87.784,0.365,17.0,9.0
2023,british-grand-prix,Ocon,Alpine,89.319,0.719,23.0,89.242,1.164,24.0,89.233,1.814,22.0,13.0
2023,british-grand-prix,Sainz,Ferrari,89.357,0.757,25.0,88.1,0.022,29.0,87.964,0.545,21.0,5.0
2023,british-grand-prix,Norris,McLaren,89.441,0.841,25.0,89.26,1.182,24.0,88.563,1.144,18.0,2.0
2023,british-grand-prix,Stroll,Aston Martin,89.471,0.871,26.0,88.866,0.788,30.0,88.62,1.201,15.0,12.0
2023,british-grand-prix,Piastri,McLaren,89.658,1.058,16.0,88.926,0.848,29.0,89.437,2.018,20.0,3.0
2023,british-grand-prix,de,AlphaTauri,89.691,1.091,26.0,89.571,1.493,29.0,88.504,1.085,20.0,19.0
2023,british-grand-prix,Hamilton,Mercedes,89.768,1.168,23.0,89.283,1.205,24.0,87.948,0.529,16.0,7.0
2023,british-grand-prix,Gasly,Alpine,89.828,1.228,24.0,88.889,0.811,27.0,87.893,0.474,19.0,10.0
2023,british-grand-prix,Russell,Mercedes,89.874,1.274,28.0,89.238,1.16,25.0,88.284,0.865,17.0,6.0
2023,british-grand-prix,Bottas,Alfa Romeo,90.09,1.49,22.0,89.378,1.3,28.0,89.586,2.167,15.0,16.0
2023,british-grand-prix,Tsunoda,AlphaTauri,90.092,1.492,28.0,89.483,1.405,25.0,88.337,0.918,21.0,17.0
2023,british-grand-prix,Sargeant,Williams,90.124,1.524,24.0,88.766,0.688,29.0,88.151,0.732,16.0,14.0
2023,british-grand-prix,Magnussen,Haas,90.385,1.785,21.0,89.439,1.361,20.0,89.207,1.788,13.0,20.0
2023,british-grand-prix,Hülkenberg,Haas,90.591,1.991,22.0,88.88,0.802,28.0,93.59,6.171,13.0,11.0
2023,hungarian-grand-prix,Russell,Mercedes,98.795,0.0,13.0,79.175,1.489,23.0,78.119,0.308,22.0,18.0
2023,hungarian-grand-prix,Piastri,McLaren,99.154,0.359,14.0,79.117,1.431,18.0,78.598,0.787,19.0,4.0
2023,hungarian-grand-prix,Stroll,Aston Martin,100.013,1.218,10.0,78.319,0.633,33.0,78.536,0.725,20.0,14.0
2023,hungarian-grand-prix,Norris,McLaren,100.277,1.482,13.0,77.701,0.015,30.0,78.082,0.271,19.0,3.0
2023,hungarian-grand-prix,Alonso,Aston Martin,100.687,1.892,8.0,78.105,0.419,32.0,78.35,0.539,20.0,8.0
2023,hungarian-grand-prix,Bottas,Alfa Romeo,101.032,2.237,14.0,78.085,0.399,29.0,78.489,0.678,24.0,7.0
2023,hungarian-grand-prix,Leclerc,Ferrari,101.142,2.347,11.0,77.686,0.0,20.0,78.19,0.379,28.0,6.0
2023,hungarian-grand-prix,Zhou,Alfa Romeo,101.363,2.568,9.0,78.108,0.422,31.0,78.544,0.733,23.0,5.0
2023,hungarian-grand-prix,Sargeant,Williams,101.416,2.621,15.0,78.836,1.15,30.0,78.814,1.003,16.0,20.0
2023,hungarian-grand-prix,Hülkenberg,Haas,102.706,3.911,12.0,78.058,0.372,29.0,78.077,0.266,21.0,10.0
2023,hungarian-grand-prix,Magnussen,Haas,102.906,4.111,14.0,78.504,0.818,27.0,78.649,0.838,26.0,19.0
2023,hungarian-grand-prix,Tsunoda,AlphaTauri,105.575,6.78,7.0,77.934,0.248,31.0,79.156,1.345,29.0,17.0
2023,hungarian-grand-prix,Albon,Williams,107.403,8.608,10.0,78.377,0.691,32.0,78.592,0.781,17.0,16.0
2023,dutch-grand-prix,Verstappen,Red Bull,71.852,0.0,31.0,71.353,0.023,26.0,81.631,0.0,18.0,1.0
2023,dutch-grand-prix,Alonso,Aston Martin,72.13,0.278,22.0,71.863,0.533,31.0,82.634,1.003,14.0,5.0
2023,dutch-grand-prix,Hamilton,Mercedes,72.225,0.373,24.0,71.638,0.308,27.0,82.723,1.092,18.0,13.0
2023,dutch-grand-prix,Pérez,Red Bull,72.323,0.471,27.0,71.817,0.487,29.0,82.631,1.0,18.0,7.0
2023,dutch-grand-prix,Albon,Williams,72.447,0.595,25.0,71.599,0.269,31.0,82.75,1.119,19.0,4.0
2023,dutch-grand-prix,Norris,McLaren,72.46,0.608,22.0,71.33,0.0,30.0,83.158,1.527,24.0,2.0
2023,dutch-grand-prix,Sargeant,Williams,72.617,0.765,30.0,71.934,0.604,32.0,83.57,1.939,20.0,10.0
2023,dutch-grand-prix,Piastri,McLaren,72.658,0.806,21.0,72.901,1.571,6.0,82.892,1.261,20.0,8.0
2023,dutch-grand-prix,Tsunoda,AlphaTauri,72.749,0.897,21.0,71.72,0.39,31.0,83.544,1.913,18.0,14.0
2023,dutch-grand-prix,Ocon,Alpine,72.802,0.95,29.0,72.001,0.671,30.0,83.806,2.175,12.0,17.0
2023,dutch-grand-prix,Russell,Mercedes,72.813,0.961,23.0,72.009,0.679,28.0,82.01,0.379,18.0,3.0
2023,dutch-grand-prix,Gasly,Alpine,72.895,1.043,30.0,71.766,0.436,30.0,83.21,1.579,15.0,12.0
2023,dutch-grand-prix,Bottas,Alfa Romeo,73.448,1.596,30.0,71.857,0.527,31.0,82.965,1.334,25.0,19.0
2023,dutch-grand-prix,Leclerc,Ferrari,73.519,1.667,26.0,71.915,0.585,30.0,83.093,1.462,12.0,9.0
2023,dutch-grand-prix,Zhou,Alfa Romeo,73.826,1.974,20.0,72.074,0.744,30.0,88.482,6.851,9.0,16.0
2023,dutch-grand-prix,Hülkenberg,Haas,74.023,2.171,13.0,72.693,1.363,31.0,83.64,2.009,20.0,15.0
2023,italian-grand-prix,Verstappen,Red Bull,82.657,0.0,31.0,81.631,0.276,20.0,80.998,0.086,23.0,2.0
2023,italian-grand-prix,Sainz,Ferrari,82.703,0.046,28.0,81.355,0.0,23.0,80.912,0.0,23.0,1.0
2023,italian-grand-prix,Pérez,Red Bull,82.834,0.177,30.0,81.54,0.185,17.0,82.192,1.28,16.0,5.0
2023,italian-grand-prix,Leclerc,Ferrari,82.966,0.309,22.0,81.716,0.361,23.0,81.486,0.574,23.0,3.0
2023,italian-grand-prix,Russell,Mercedes,83.189,0.532,28.0,82.176,0.821,20.0,81.73,0.818,25.0,4.0
2023,italian-grand-prix,Alonso,Aston Martin,83.214,0.557,24.0,82.071,0.716,16.0,81.711,0.799,24.0,10.0
2023,italian-grand-prix,Norris,McLaren,83.241,0.584,22.0,81.374,0.019,20.0,82.515,1.603,24.0,9.0
2023,italian-grand-prix,Hamilton,Mercedes,83.269,0.612,26.0,82.783,1.428,23.0,81.453,0.541,23.0,8.0
2023,italian-grand-prix,Tsunoda,AlphaTauri,83.271,0.614,23.0,82.696,1.341,23.0,82.297,1.385,28.0,11.0
2023,italian-grand-prix,Albon,Williams,83.444,0.787,18.0,81.979,0.624,19.0,82.054,1.142,18.0,6.0
2023,italian-grand-prix,Piastri,McLaren,83.446,0.789,24.0,81.545,0.19,21.0,82.302,1.39,17.0,7.0
2023,italian-grand-prix,Sargeant,Williams,83.661,1.004,21.0,82.755,1.4,24.0,82.38,1.468,23.0,15.0
2023,italian-grand-prix,Lawson,AlphaTauri,83.833,1.176,29.0,83.167,1.812,23.0,82.296,1.384,29.0,12.0
2023,italian-grand-prix,Gasly,Alpine,83.931,1.274,26.0,82.651,1.296,22.0,82.852,1.94,22.0,17.0
2023,italian-grand-prix,Bottas,Alfa Romeo,83.952,1.295,17.0,82.595,1.24,19.0,82.511,1.599,30.0,14.0
2023,italian-grand-prix,Hülkenberg,Haas,84.067,1.41,23.0,82.291,0.936,19.0,81.985,1.073,27.0,13.0
2023,italian-grand-prix,Ocon,Alpine,84.09,1.433,26.0,82.716,1.361,22.0,82.739,1.827,20.0,18.0
2023,italian-grand-prix,Magnussen,Haas,84.217,1.56,24.0,82.574,1.219,21.0,81.884,0.972,21.0,19.0
2023,italian-grand-prix,Zhou,Alfa Romeo,84.232,1.575,17.0,83.346,1.991,20.0,82.742,1.83,30.0,16.0
2023,singapore-grand-prix,Leclerc,Ferrari,93.35,0.0,25.0,92.138,0.018,27.0,92.381,0.316,25.0,3.0
2023,singapore-grand-prix,Sainz,Ferrari,93.428,0.078,24.0,92.12,0.0,26.0,92.065,0.0,23.0,1.0
2023,singapore-grand-prix,Verstappen,Red Bull,93.476,0.126,22.0,92.852,0.732,23.0,92.378,0.313,21.0,11.0
2023,singapore-grand-prix,Norris,McLaren,93.522,0.172,24.0,92.711,0.591,23.0,92.303,0.238,17.0,4.0
2023,singapore-grand-prix,Hamilton,Mercedes,93.54,0.19,21.0,92.585,0.465,23.0,92.535,0.47,18.0,5.0
2023,singapore-grand-prix,Russell,Mercedes,93.695,0.345,25.0,92.355,0.235,25.0,92.134,0.069,20.0,2.0
2023,singapore-grand-prix,Pérez,Red Bull,93.725,0.375,22.0,92.812,0.692,23.0,92.784,0.719,20.0,13.0
2023,singapore-grand-prix,Alonso,Aston Martin,93.974,0.624,28.0,92.478,0.358,25.0,93.051,0.986,19.0,7.0
2023,singapore-grand-prix,Tsunoda,AlphaTauri,94.042,0.692,25.0,93.477,1.357,27.0,92.945,0.88,18.0,15.0
2023,singapore-grand-prix,Ocon,Alpine,94.066,0.716,24.0,93.361,1.241,25.0,92.979,0.914,19.0,8.0
2023,singapore-grand-prix,Stroll,Aston Martin,94.568,1.218,25.0,93.39,1.27,25.0,93.126,1.061,23.0,20.0
2023,singapore-grand-prix,Gasly,Alpine,94.639,1.289,23.0,93.824,1.704,24.0,93.351,1.286,19.0,12.0
2023,singapore-grand-prix,Albon,Williams,94.657,1.307,19.0,95.558,3.438,5.0,93.37,1.305,15.0,14.0
2023,singapore-grand-prix,Bottas,Alfa Romeo,94.802,1.452,25.0,93.105,0.985,24.0,93.54,1.475,26.0,16.0
2023,singapore-grand-prix,Magnussen,Haas,94.887,1.537,23.0,93.017,0.897,25.0,92.97,0.905,16.0,6.0
2023,singapore-grand-prix,Lawson,AlphaTauri,94.894,1.544,27.0,93.285,1.165,27.0,93.357,1.292,19.0,10.0
2023,singapore-grand-prix,Hülkenberg,Haas,94.985,1.635,22.0,93.139,1.019,22.0,92.896,0.831,18.0,9.0
2023,singapore-grand-prix,Zhou,Alfa Romeo,95.456,2.106,25.0,93.575,1.455,25.0,93.637,1.572,24.0,19.0
2023,singapore-grand-prix,Piastri,McLaren,95.474,2.124,22.0,93.461,1.341,23.0,92.73,0.665,18.0,17.0
2023,singapore-grand-prix,Sargeant,Williams,95.778,2.428,24.0,94.327,2.207,28.0,93.708,1.643,16.0,18.0
