Season,Grand Prix,Driver,Constructor,FP1 Time,FP1 Gap,FP1 Laps,FP2 Time,FP2 Gap,FP2 Laps,FP3 Time,FP3 Gap,FP3 Laps,Grid Position,Qualifying Time
2019,hungarian-grand-prix,Hamilton,Mercedes,77.233,0.0,41.0,77.995,0.141,15.0,76.084,0.0,21.0,3,76.068
2019,hungarian-grand-prix,Verstappen,Red Bull,77.398,0.165,28.0,77.909,0.055,12.0,76.097,0.013,16.0,1,75.81700000000001
2019,hungarian-grand-prix,Vettel,Ferrari,77.399,0.166,25.0,79.254,1.4,24.0,76.166,0.082,18.0,5,76.452
2019,hungarian-grand-prix,Gasly,Red Bull,77.682,0.449,25.0,77.854,0.0,16.0,76.684,0.6,19.0,6,76.71600000000001
2019,hungarian-grand-prix,Magnussen,Haas,77.942,0.709,31.0,79.178,1.324,21.0,77.23,1.146,17.0,15,76.122
2019,hungarian-grand-prix,Leclerc,Ferrari,78.188,0.955,29.0,78.852,0.998,21.0,76.392,0.308,18.0,4,76.337
2019,hungarian-grand-prix,Hülkenberg,Renault,78.417,1.184,31.0,78.892,1.038,14.0,77.667,1.583,19.0,11,76.78999999999999
2019,hungarian-grand-prix,Norris,McLaren,78.531,1.298,34.0,80.401,2.547,6.0,76.774,0.69,20.0,7,76.697
2019,hungarian-grand-prix,Sainz,McLaren,78.702,1.469,23.0,79.398,1.544,22.0,77.217,1.133,23.0,8,76.493
2019,hungarian-grand-prix,Räikkönen,Alfa Romeo,78.787,1.554,32.0,78.682,0.828,25.0,77.216,1.132,22.0,10,76.506
2019,hungarian-grand-prix,Ricciardo,Renault,78.894,1.661,30.0,78.597,0.743,13.0,77.962,1.878,19.0,18,77.257
2019,hungarian-grand-prix,Grosjean,Haas,78.973,1.74,32.0,79.149,1.295,19.0,77.293,1.209,21.0,9,76.97800000000001
2019,hungarian-grand-prix,Kvyat,Toro Rosso,78.982,1.749,33.0,78.957,1.103,22.0,77.432,1.348,21.0,13,76.75
2019,hungarian-grand-prix,Pérez,Racing Point,79.325,2.092,20.0,79.721,1.867,13.0,77.67,1.586,17.0,17,77.10900000000001
2019,hungarian-grand-prix,Giovinazzi,Alfa Romeo,79.488,2.255,24.0,78.909,1.055,25.0,77.929,1.845,22.0,14,76.894
2019,hungarian-grand-prix,Russell,Williams,79.649,2.416,33.0,79.889,2.035,14.0,78.072,1.988,23.0,16,77.031
2019,hungarian-grand-prix,Stroll,Racing Point,79.722,2.489,34.0,79.774,1.92,14.0,78.534,2.45,20.0,19,77.542
2019,hungarian-grand-prix,Kubica,Williams,80.322,3.089,30.0,80.439,2.585,15.0,78.709,2.625,26.0,20,78.324
2019,belgian-grand-prix,Vettel,Ferrari,104.574,0.0,20.0,104.753,0.63,30.0,104.657,0.451,12.0,2.0,104.10900000000001
2019,belgian-grand-prix,Leclerc,Ferrari,104.788,0.214,20.0,104.123,0.0,28.0,104.206,0.0,9.0,1.0,103.587
2019,belgian-grand-prix,Verstappen,Red Bull,105.507,0.933,18.0,105.394,1.271,20.0,105.312,1.106,11.0,5.0,104.622
2019,belgian-grand-prix,Albon,Red Bull,105.584,1.01,19.0,105.771,1.648,21.0,110.681,6.475,14.0,14.0,105.52799999999999
2019,belgian-grand-prix,Bottas,Mercedes,105.882,1.308,25.0,104.969,0.846,28.0,104.703,0.497,11.0,4.0,105.14099999999999
2019,belgian-grand-prix,Hamilton,Mercedes,105.973,1.399,16.0,105.015,0.892,26.0,105.566,1.36,4.0,3.0,105.25999999999999
2019,belgian-grand-prix,Stroll,Racing Point,106.198,1.624,16.0,105.732,1.609,21.0,106.379,2.173,11.0,13.0,106.0
2019,belgian-grand-prix,Ricciardo,Renault,106.426,1.852,23.0,105.735,1.612,26.0,104.974,0.768,10.0,6.0,105.56
2019,belgian-grand-prix,Pérez,Racing Point,106.433,1.859,22.0,105.117,0.994,25.0,105.521,1.315,12.0,9.0,105.732
2019,belgian-grand-prix,Sainz,McLaren,106.557,1.983,20.0,105.999,1.876,28.0,106.017,1.811,14.0,17.0,106.507
2019,belgian-grand-prix,Hülkenberg,Renault,106.669,2.095,23.0,106.209,2.086,26.0,105.855,1.649,11.0,7.0,105.899
2019,belgian-grand-prix,Norris,McLaren,106.67,2.096,19.0,106.258,2.135,29.0,106.27,2.064,13.0,12.0,106.154
2019,belgian-grand-prix,Räikkönen,Alfa Romeo,107.024,2.45,20.0,105.708,1.585,25.0,105.659,1.453,13.0,8.0,105.842
2019,belgian-grand-prix,Grosjean,Haas,107.176,2.602,18.0,106.12,1.997,21.0,105.806,1.6,15.0,11.0,105.694
2019,belgian-grand-prix,Giovinazzi,Alfa Romeo,107.333,2.759,22.0,106.328,2.205,24.0,105.688,1.482,13.0,15.0,105.637
2019,belgian-grand-prix,Magnussen,Haas,107.488,2.914,21.0,106.399,2.276,21.0,106.004,1.798,15.0,10.0,105.839
2019,belgian-grand-prix,Kvyat,Toro Rosso,107.636,3.062,20.0,106.214,2.091,24.0,106.642,2.436,13.0,18.0,106.518
2019,belgian-grand-prix,Gasly,Toro Rosso,107.968,3.394,26.0,106.374,2.251,28.0,105.752,1.546,15.0,16.0,106.435
2019,italian-grand-prix,Leclerc,Ferrari,87.905,0.0,20.0,80.978,0.0,37.0,80.403,0.109,14.0,1,80.126
2019,italian-grand-prix,Sainz,McLaren,88.211,0.306,25.0,82.482,1.504,32.0,80.949,0.655,21.0,7,80.413
2019,italian-grand-prix,Norris,McLaren,88.45,0.545,23.0,83.561,2.583,16.0,81.292,0.998,21.0,14,80.646
2019,italian-grand-prix,Hamilton,Mercedes,88.73,0.825,11.0,81.046,0.068,32.0,80.595,0.301,21.0,2,80.27199999999999
2019,italian-grand-prix,Albon,Red Bull,89.025,1.12,19.0,81.589,0.611,30.0,80.827,0.533,17.0,8,80.382
2019,italian-grand-prix,Kvyat,Toro Rosso,89.96,2.055,25.0,82.26,1.282,37.0,80.945,0.651,20.0,13,80.723
2019,italian-grand-prix,Vettel,Ferrari,90.507,2.602,19.0,81.179,0.201,39.0,80.294,0.0,14.0,4,80.378
2019,italian-grand-prix,Bottas,Mercedes,90.596,2.691,11.0,81.347,0.369,34.0,80.403,0.109,23.0,3,80.156
2019,italian-grand-prix,Gasly,Toro Rosso,90.695,2.79,26.0,82.124,1.146,42.0,81.073,0.779,22.0,15,80.508
2019,italian-grand-prix,Giovinazzi,Alfa Romeo,92.848,4.943,22.0,83.065,2.087,35.0,80.881,0.587,15.0,11,80.657
2019,italian-grand-prix,Stroll,Racing Point,93.976,6.071,9.0,82.706,1.728,32.0,81.639,1.345,17.0,9,80.643
2019,italian-grand-prix,Ricciardo,Renault,94.528,6.623,10.0,82.249,1.271,36.0,80.564,0.27,11.0,5,80.374
2019,italian-grand-prix,Magnussen,Haas,94.715,6.81,7.0,82.511,1.533,42.0,81.336,1.042,16.0,12,80.616
2019,italian-grand-prix,Hülkenberg,Renault,95.133,7.228,10.0,82.338,1.36,37.0,80.752,0.458,13.0,6,80.155
2019,italian-grand-prix,Grosjean,Haas,95.98,8.075,7.0,82.153,1.175,44.0,81.621,1.327,16.0,16,80.78399999999999
2019,italian-grand-prix,Kubica,Williams,97.816,9.911,12.0,83.737,2.759,29.0,82.758,2.464,21.0,19,82.356
2019,italian-grand-prix,Russell,Williams,98.421,10.516,12.0,84.313,3.335,23.0,82.374,2.08,22.0,18,81.8
2019,singapore-grand-prix,Verstappen,Red Bull,100.259,0.0,22.0,98.957,0.184,29.0,99.366,1.174,9.0,4,98.53999999999999
2019,singapore-grand-prix,Vettel,Ferrari,100.426,0.167,23.0,99.591,0.818,31.0,98.811,0.619,13.0,3,98.374
2019,singapore-grand-prix,Hamilton,Mercedes,100.925,0.666,26.0,98.773,0.0,29.0,98.399,0.207,15.0,2,97.565
2019,singapore-grand-prix,Bottas,Mercedes,101.336,1.077,14.0,99.894,1.121,30.0,98.885,0.693,16.0,5,97.31700000000001
2019,singapore-grand-prix,Albon,Red Bull,101.467,1.208,24.0,99.943,1.17,30.0,99.258,1.066,14.0,6,99.106
2019,singapore-grand-prix,Hülkenberg,Renault,101.812,1.553,26.0,100.324,1.551,30.0,100.118,1.926,15.0,8,99.001
2019,singapore-grand-prix,Sainz,McLaren,101.966,1.707,20.0,100.145,1.372,33.0,99.507,1.315,14.0,7,98.882
2019,singapore-grand-prix,Norris,McLaren,102.18,1.921,19.0,100.361,1.588,35.0,99.709,1.517,13.0,9,98.606
2019,singapore-grand-prix,Gasly,Toro Rosso,102.377,2.118,24.0,100.637,1.864,32.0,100.339,2.147,15.0,12,99.08500000000001
2019,singapore-grand-prix,Ricciardo,Renault,102.527,2.268,20.0,100.811,2.038,30.0,100.153,1.961,12.0,20,99.362
2019,singapore-grand-prix,Grosjean,Haas,102.63,2.371,23.0,101.392,2.619,26.0,101.542,3.35,12.0,17,100.277
2019,singapore-grand-prix,Giovinazzi,Alfa Romeo,102.677,2.418,15.0,101.128,2.355,35.0,101.169,2.977,14.0,11,99.27199999999999
2019,singapore-grand-prix,Räikkönen,Alfa Romeo,102.786,2.527,13.0,101.232,2.459,28.0,100.953,2.761,16.0,13,99.45400000000001
2019,singapore-grand-prix,Stroll,Racing Point,102.791,2.532,28.0,101.128,2.355,31.0,100.209,2.017,11.0,16,99.979
2019,singapore-grand-prix,Magnussen,Haas,103.15,2.891,22.0,101.564,2.791,30.0,101.494,3.302,12.0,14,99.94200000000001
2019,singapore-grand-prix,Kubica,Williams,103.336,3.077,28.0,102.177,3.404,35.0,101.954,3.762,13.0,19,101.186
2019,singapore-grand-prix,Pérez,Racing Point,103.369,3.11,23.0,100.875,2.102,29.0,100.985,2.793,4.0,10,99.90899999999999
2019,singapore-grand-prix,Leclerc,Ferrari,103.618,3.359,12.0,100.018,1.245,31.0,98.192,0.0,15.0,1,98.01400000000001
2019,singapore-grand-prix,Russell,Williams,103.993,3.734,29.0,101.445,2.672,35.0,101.156,2.964,13.0,18,100.86699999999999
2019,russian-grand-prix,Leclerc,Ferrari,94.462,0.0,20.0,93.497,0.335,33.0,92.733,0.0,14.0,1,93.613
2019,russian-grand-prix,Verstappen,Red Bull,94.544,0.082,25.0,93.162,0.0,29.0,94.227,1.494,12.0,4,93.368
2019,russian-grand-prix,Vettel,Ferrari,95.005,0.543,20.0,94.201,1.039,32.0,93.049,0.316,15.0,3,93.032
2019,russian-grand-prix,Bottas,Mercedes,95.198,0.736,28.0,93.808,0.646,22.0,93.354,0.621,18.0,5,93.413
2019,russian-grand-prix,Hamilton,Mercedes,95.411,0.949,22.0,93.96,0.798,32.0,93.129,0.396,19.0,2,93.22999999999999
2019,russian-grand-prix,Albon,Red Bull,95.484,1.022,22.0,95.216,2.054,18.0,94.371,1.638,21.0,19,99.197
2019,russian-grand-prix,Hülkenberg,Renault,95.74,1.278,21.0,95.026,1.864,33.0,94.421,1.688,13.0,7,94.23599999999999
2019,russian-grand-prix,Ricciardo,Renault,96.287,1.825,20.0,95.37,2.208,28.0,94.586,1.853,14.0,10,94.138
2019,russian-grand-prix,Pérez,Racing Point,96.321,1.859,27.0,94.998,1.836,31.0,94.86,2.127,7.0,12,94.336
2019,russian-grand-prix,Grosjean,Haas,96.516,2.054,23.0,95.593,2.431,31.0,94.308,1.575,17.0,9,94.283
2019,russian-grand-prix,Sainz,McLaren,96.523,2.061,28.0,95.635,2.473,29.0,94.607,1.874,18.0,6,94.184
2019,russian-grand-prix,Gasly,Toro Rosso,96.538,2.076,25.0,94.971,1.809,26.0,94.564,1.831,16.0,11,94.456
2019,russian-grand-prix,Magnussen,Haas,96.596,2.134,21.0,95.351,2.189,26.0,94.546,1.813,15.0,14,93.88900000000001
2019,russian-grand-prix,Stroll,Racing Point,96.714,2.252,26.0,95.176,2.014,31.0,94.898,2.165,16.0,15,94.287
2019,russian-grand-prix,Räikkönen,Alfa Romeo,96.77,2.308,22.0,95.374,2.212,34.0,95.714,2.981,19.0,16,94.84
2019,russian-grand-prix,Norris,McLaren,96.844,2.382,30.0,95.223,2.061,33.0,94.527,1.794,15.0,8,94.201
2019,russian-grand-prix,Giovinazzi,Alfa Romeo,97.328,2.866,18.0,96.004,2.842,29.0,94.766,2.033,15.0,13,94.755
2019,russian-grand-prix,Russell,Williams,98.52,4.058,27.0,96.785,3.623,38.0,96.011,3.278,18.0,17,95.356
2019,russian-grand-prix,Kubica,Williams,98.67,4.208,29.0,97.838,4.676,36.0,96.942,4.209,19.0,18,96.47399999999999
2019,mexican-grand-prix,Hamilton,Mercedes,77.327,0.0,25.0,77.57,0.963,35.0,76.381,0.236,16.0,4.0,76.424
2019,mexican-grand-prix,Leclerc,Ferrari,77.446,0.119,23.0,77.072,0.465,34.0,76.145,0,14.0,2.0,76.364
2019,mexican-grand-prix,Verstappen,Red Bull,77.461,0.134,17.0,76.722,0.115,37.0,76.903,0.758,12.0,1.0,75.949
2019,mexican-grand-prix,Albon,Red Bull,77.949,0.622,21.0,81.665,5.058,5.0,77.094,0.949,19.0,5.0,76.175
2019,mexican-grand-prix,Bottas,Mercedes,78.005,0.678,25.0,77.221,0.614,39.0,76.259,0.114,18.0,6.0,77.062
2019,mexican-grand-prix,Vettel,Ferrari,78.218,0.891,20.0,76.607,0.0,35.0,76.172,0.027,11.0,3.0,76.696
2019,mexican-grand-prix,Sainz,McLaren,78.401,1.074,21.0,78.079,1.472,38.0,76.638,0.493,14.0,7.0,77.044
2019,mexican-grand-prix,Gasly,Toro Rosso,78.593,1.266,23.0,78.003,1.396,39.0,77.09,0.945,10.0,10.0,77.065
2019,mexican-grand-prix,Kvyat,Toro Rosso,78.835,1.508,27.0,77.747,1.14,40.0,77.529,1.384,14.0,9.0,77.041
2019,mexican-grand-prix,Giovinazzi,Alfa Romeo,78.959,1.632,22.0,78.889,2.282,46.0,77.881,1.736,8.0,15.0,77.794
2019,mexican-grand-prix,Magnussen,Haas,79.013,1.686,22.0,79.306,2.699,37.0,78.132,1.987,12.0,17.0,78.436
2019,mexican-grand-prix,Räikkönen,Alfa Romeo,79.205,1.878,22.0,78.681,2.074,37.0,77.74,1.595,19.0,14.0,77.225
2019,mexican-grand-prix,Norris,McLaren,79.299,1.972,23.0,78.349,1.742,36.0,77.146,1.001,11.0,8.0,77.092
2019,mexican-grand-prix,Stroll,Racing Point,79.679,2.352,21.0,78.362,1.755,38.0,77.866,1.721,8.0,16.0,78.065
2019,mexican-grand-prix,Pérez,Racing Point,79.717,2.39,23.0,78.366,1.759,34.0,77.207,1.062,10.0,11.0,77.465
2019,mexican-grand-prix,Grosjean,Haas,79.85,2.523,22.0,78.766,2.159,37.0,78.527,2.382,14.0,18.0,78.599
2019,mexican-grand-prix,Russell,Williams,80.548,3.221,26.0,79.968,3.361,36.0,80.965,4.82,13.0,19.0,78.82300000000001
2019,united-states-grand-prix,Verstappen,Red Bull,94.057,0.0,26.0,93.547,0.315,28.0,93.305,0.0,13.0,3.0,93.549
2019,united-states-grand-prix,Vettel,Ferrari,94.226,0.169,30.0,93.89,0.658,35.0,93.523,0.218,17.0,2.0,93.76599999999999
2019,united-states-grand-prix,Albon,Red Bull,94.316,0.259,28.0,94.434,1.202,32.0,93.983,0.678,14.0,6.0,93.98400000000001
2019,united-states-grand-prix,Gasly,Toro Rosso,95.008,0.951,32.0,94.509,1.277,31.0,94.517,1.212,14.0,10.0,93.556
2019,united-states-grand-prix,Ricciardo,Renault,95.263,1.206,29.0,94.924,1.692,29.0,94.774,1.469,11.0,9.0,93.83500000000001
2019,united-states-grand-prix,Grosjean,Haas,95.356,1.299,24.0,95.789,2.557,4.0,94.849,1.544,17.0,15.0,94.161
2019,united-states-grand-prix,Hamilton,Mercedes,95.439,1.382,32.0,93.232,0.0,34.0,93.923,0.618,16.0,5.0,93.45400000000001
2019,united-states-grand-prix,Stroll,Racing Point,95.586,1.529,31.0,94.744,1.512,29.0,94.792,1.487,14.0,14.0,93.92099999999999
2019,united-states-grand-prix,Magnussen,Haas,95.659,1.602,23.0,95.442,2.21,28.0,95.305,2.0,14.0,12.0,93.812
2019,united-states-grand-prix,Kvyat,Toro Rosso,95.661,1.604,31.0,94.975,1.743,36.0,95.129,1.824,16.0,13.0,94.138
2019,united-states-grand-prix,Sainz,McLaren,95.723,1.666,26.0,94.667,1.435,34.0,94.408,1.103,15.0,7.0,93.916
2019,united-states-grand-prix,Räikkönen,Alfa Romeo,95.854,1.797,22.0,95.387,2.155,34.0,94.513,1.208,18.0,17.0,94.369
2019,united-states-grand-prix,Pérez,Racing Point,95.971,1.914,29.0,95.109,1.877,26.0,98.426,5.121,22.0,19.0,95.80799999999999
2019,united-states-grand-prix,Giovinazzi,Alfa Romeo,96.037,1.98,26.0,94.839,1.607,29.0,95.956,2.651,15.0,16.0,94.226
2019,united-states-grand-prix,Hülkenberg,Renault,96.124,2.067,24.0,94.988,1.756,32.0,94.784,1.479,11.0,11.0,94.092
2019,united-states-grand-prix,Bottas,Mercedes,96.159,2.102,40.0,94.045,0.813,34.0,93.904,0.599,17.0,1.0,93.75
2019,united-states-grand-prix,Norris,McLaren,96.263,2.206,23.0,95.025,1.793,30.0,93.818,0.513,14.0,8.0,93.35300000000001
2019,united-states-grand-prix,Kubica,Williams,97.948,3.891,28.0,97.283,4.051,33.0,96.628,3.323,17.0,20.0,95.88900000000001
2019,brazilian-grand-prix,Albon,Red Bull,76.142,0.0,9.0,70.275,1.058,31.0,69.136,0.816,17.0,6.0,68.503
2019,brazilian-grand-prix,Bottas,Mercedes,76.693,0.551,10.0,69.373,0.156,37.0,69.201,0.881,20.0,5.0,68.545
2019,brazilian-grand-prix,Vettel,Ferrari,77.041,0.899,13.0,69.217,0.0,30.0,68.664,0.344,22.0,2.0,68.556
2019,brazilian-grand-prix,Leclerc,Ferrari,77.285,1.143,13.0,69.238,0.021,35.0,68.611,0.291,20.0,4.0,68.496
2019,brazilian-grand-prix,Hülkenberg,Renault,77.899,1.757,8.0,70.325,1.108,31.0,69.65,1.33,17.0,14.0,69.05
2019,brazilian-grand-prix,Ricciardo,Renault,77.985,1.843,9.0,70.194,0.977,32.0,69.761,1.441,17.0,12.0,69.086
2019,brazilian-grand-prix,Gasly,Toro Rosso,78.1,1.958,17.0,70.352,1.135,26.0,69.625,1.305,19.0,7.0,68.909
2019,brazilian-grand-prix,Kvyat,Toro Rosso,78.274,2.132,16.0,70.424,1.207,34.0,69.415,1.095,22.0,16.0,69.32
2019,brazilian-grand-prix,Norris,McLaren,78.559,2.417,15.0,70.7,1.483,41.0,69.585,1.265,18.0,11.0,68.891
2019,brazilian-grand-prix,Russell,Williams,78.779,2.637,18.0,71.818,2.601,36.0,70.843,2.523,19.0,18.0,70.126
2019,brazilian-grand-prix,Magnussen,Haas,79.247,3.105,10.0,70.143,0.926,38.0,69.713,1.393,18.0,10.0,68.875
2019,brazilian-grand-prix,Stroll,Racing Point,79.414,3.272,6.0,70.568,1.351,33.0,70.312,1.992,16.0,17.0,69.536
2019,brazilian-grand-prix,Räikkönen,Alfa Romeo,79.532,3.39,12.0,70.21,0.993,39.0,69.619,1.299,21.0,9.0,69.276
2019,brazilian-grand-prix,Giovinazzi,Alfa Romeo,79.6,3.458,18.0,70.419,1.202,36.0,69.462,1.142,20.0,13.0,69.175
2019,abu-dhabi-grand-prix,Bottas,Mercedes,96.957,0.0,23.0,96.256,0.0,29.0,96.655,0.089,17.0,2,96.2
2019,abu-dhabi-grand-prix,Verstappen,Red Bull,97.492,0.535,22.0,96.807,0.551,30.0,96.566,0.0,15.0,3,96.39
2019,abu-dhabi-grand-prix,Hamilton,Mercedes,97.591,0.634,20.0,96.566,0.31,33.0,96.64,0.074,18.0,1,95.851
2019,abu-dhabi-grand-prix,Albon,Red Bull,98.084,1.127,23.0,97.288,1.032,30.0,96.927,0.361,18.0,6,96.102
2019,abu-dhabi-grand-prix,Vettel,Ferrari,98.906,1.949,19.0,96.691,0.435,28.0,96.975,0.409,15.0,5,96.963
2019,abu-dhabi-grand-prix,Grosjean,Haas,99.146,2.189,18.0,97.601,1.345,17.0,97.768,1.202,12.0,16,98.051
2019,abu-dhabi-grand-prix,Leclerc,Ferrari,99.249,2.292,18.0,96.642,0.386,30.0,97.01,0.444,16.0,4,96.47800000000001
2019,abu-dhabi-grand-prix,Magnussen,Haas,99.35,2.393,19.0,98.08,1.824,31.0,98.198,1.632,12.0,15,97.71000000000001
2019,abu-dhabi-grand-prix,Giovinazzi,Alfa Romeo,99.423,2.466,20.0,98.464,2.208,32.0,98.782,2.216,18.0,17,98.114
2019,abu-dhabi-grand-prix,Hülkenberg,Renault,99.505,2.548,22.0,98.122,1.866,29.0,98.58,2.014,14.0,10,97.506
2019,abu-dhabi-grand-prix,Norris,McLaren,99.628,2.671,18.0,97.918,1.662,32.0,98.1,1.534,18.0,7,97.545
2019,abu-dhabi-grand-prix,Stroll,Racing Point,99.864,2.907,23.0,97.985,1.729,32.0,98.462,1.896,16.0,13,97.52799999999999
2019,abu-dhabi-grand-prix,Räikkönen,Alfa Romeo,99.888,2.931,17.0,98.415,2.159,30.0,98.514,1.948,21.0,18,98.38300000000001
2019,abu-dhabi-grand-prix,Pérez,Racing Point,99.901,2.944,17.0,97.637,1.381,32.0,97.516,0.95,16.0,11,96.961
2019,abu-dhabi-grand-prix,Kvyat,Toro Rosso,99.969,3.012,20.0,97.651,1.395,34.0,97.963,1.397,18.0,14,97.68299999999999
2019,abu-dhabi-grand-prix,Gasly,Toro Rosso,100.401,3.444,17.0,97.77,1.514,36.0,97.736,1.17,17.0,12,97.19800000000001
2019,abu-dhabi-grand-prix,Sainz,McLaren,100.687,3.73,23.0,97.834,1.578,32.0,97.691,1.125,22.0,9,97.358
2019,abu-dhabi-grand-prix,Kubica,Williams,100.792,3.835,21.0,100.455,4.199,32.0,99.859,3.293,17.0,20,99.23599999999999
2019,abu-dhabi-grand-prix,Ricciardo,Renault,100.85,3.893,12.0,98.4,2.144,26.0,97.615,1.049,14.0,8,97.106
2019,abu-dhabi-grand-prix,Russell,Williams,101.362,4.405,24.0,99.512,3.256,32.0,99.206,2.64,16.0,19,98.717
2018,australian-grand-prix,Hamilton,Mercedes,84.026,0.0,27.0,83.931,0.0,35.0,94.225,8.158,7.0,1,82.824
2018,australian-grand-prix,Bottas,Mercedes,84.577,0.551,29.0,84.159,0.228,34.0,94.174,8.107,14.0,10,83.686
2018,australian-grand-prix,Verstappen,Red Bull,84.771,0.745,26.0,84.058,0.127,34.0,91.68,5.613,8.0,4,83.483
2018,australian-grand-prix,Räikkönen,Ferrari,84.875,0.849,23.0,84.214,0.283,39.0,88.499,2.432,13.0,2,83.096
2018,australian-grand-prix,Vettel,Ferrari,84.995,0.969,22.0,84.451,0.52,38.0,86.067,0.0,15.0,3,83.348
2018,australian-grand-prix,Ricciardo,Red Bull,85.063,1.037,25.0,84.721,0.79,28.0,94.043,7.976,14.0,5,83.494
2018,australian-grand-prix,Grosjean,Haas,85.73,1.704,24.0,84.648,0.717,34.0,96.171,10.104,6.0,7,83.67099999999999
2018,australian-grand-prix,Alonso,McLaren,85.896,1.87,16.0,85.2,1.269,28.0,94.298,8.231,13.0,11,83.59700000000001
2018,australian-grand-prix,Sainz,Renault,85.922,1.896,23.0,85.39,1.459,35.0,93.172,7.105,11.0,9,83.529
2018,australian-grand-prix,Vandoorne,McLaren,86.482,2.456,15.0,85.285,1.354,34.0,94.233,8.166,15.0,12,84.07300000000001
2018,australian-grand-prix,Gasly,Toro Rosso,86.494,2.468,25.0,85.945,2.014,39.0,94.99,8.923,16.0,20,85.295
2018,australian-grand-prix,Sirotkin,Williams,86.536,2.51,25.0,85.974,2.043,37.0,95.589,9.522,16.0,19,84.922
2018,australian-grand-prix,Hülkenberg,Renault,86.583,2.557,25.0,85.463,1.532,35.0,98.482,12.415,8.0,8,83.782
2018,australian-grand-prix,Stroll,Williams,86.636,2.61,30.0,85.543,1.612,32.0,95.828,9.761,8.0,14,84.464
2018,australian-grand-prix,Magnussen,Haas,87.035,3.009,13.0,85.246,1.315,30.0,96.807,10.74,7.0,6,83.90899999999999
2018,australian-grand-prix,Hartley,Toro Rosso,87.745,3.719,16.0,85.925,1.994,41.0,95.438,9.371,16.0,16,84.532
2018,australian-grand-prix,Ericsson,Sauber,87.964,3.938,28.0,86.814,2.883,31.0,88.89,2.823,14.0,17,84.556
2018,australian-grand-prix,Leclerc,Sauber,88.853,4.827,28.0,86.815,2.884,35.0,96.448,10.381,12.0,18,84.636
2018,bahrain-grand-prix,Ricciardo,Red Bull,91.06,0.0,14.0,90.751,0.934,31.0,90.452,0.584,8.0,5,89.55199999999999
2018,bahrain-grand-prix,Bottas,Mercedes,91.364,0.304,24.0,90.38,0.563,31.0,90.781,0.913,16.0,3,89.275
2018,bahrain-grand-prix,Räikkönen,Ferrari,91.458,0.398,18.0,89.817,0.0,32.0,89.868,0.0,15.0,2,88.951
2018,bahrain-grand-prix,Vettel,Ferrari,91.47,0.41,17.0,89.828,0.011,37.0,90.719,0.851,8.0,1,89.06
2018,bahrain-grand-prix,Hamilton,Mercedes,92.272,1.212,21.0,90.472,0.655,32.0,90.691,0.823,14.0,4,89.396
2018,bahrain-grand-prix,Grosjean,Haas,92.516,1.456,23.0,91.591,1.774,33.0,91.513,1.645,14.0,16,90.53
2018,bahrain-grand-prix,Gasly,Toro Rosso,92.779,1.719,26.0,91.232,1.415,38.0,91.438,1.57,18.0,6,90.121
2018,bahrain-grand-prix,Sainz,Renault,92.885,1.825,21.0,91.601,1.784,34.0,91.2,1.332,12.0,10,89.893
2018,bahrain-grand-prix,Magnussen,Haas,92.971,1.911,19.0,91.969,2.152,35.0,91.737,1.869,14.0,7,89.594
2018,bahrain-grand-prix,Hülkenberg,Renault,93.104,2.044,18.0,91.22,1.403,34.0,91.144,1.276,11.0,8,90.26
2018,bahrain-grand-prix,Alonso,McLaren,93.223,2.163,24.0,91.282,1.465,29.0,91.445,1.577,13.0,13,90.53
2018,bahrain-grand-prix,Leclerc,Sauber,93.278,2.218,20.0,92.372,2.555,37.0,92.047,2.179,19.0,19,91.42
2018,bahrain-grand-prix,Vandoorne,McLaren,93.364,2.304,25.0,91.422,1.605,35.0,91.86,1.992,14.0,14,90.479
2018,bahrain-grand-prix,Stroll,Williams,93.379,2.319,22.0,92.382,2.565,30.0,92.865,2.997,12.0,20,91.503
2018,bahrain-grand-prix,Sirotkin,Williams,93.467,2.407,29.0,92.474,2.657,37.0,92.463,2.595,11.0,18,91.414
2018,bahrain-grand-prix,Hartley,Toro Rosso,93.497,2.437,27.0,92.908,3.091,38.0,91.46,1.592,18.0,11,90.412
2018,bahrain-grand-prix,Ericsson,Sauber,93.508,2.448,22.0,92.733,2.916,32.0,91.859,1.991,17.0,17,91.063
2018,bahrain-grand-prix,Pérez,Force India,93.662,2.602,26.0,91.868,2.051,34.0,91.564,1.696,14.0,12,90.218
2018,bahrain-grand-prix,Ocon,Force India,93.794,2.734,23.0,91.809,1.992,31.0,91.554,1.686,17.0,9,90.338
2018,chinese-grand-prix,Hamilton,Mercedes,93.999,0.0,22.0,93.482,0.0,26.0,94.057,1.039,14.0,4,93.283
2018,chinese-grand-prix,Räikkönen,Ferrari,94.358,0.359,14.0,93.489,0.007,26.0,93.469,0.451,21.0,2,92.47399999999999
2018,chinese-grand-prix,Bottas,Mercedes,94.457,0.458,28.0,93.515,0.033,27.0,93.761,0.743,16.0,3,92.92099999999999
2018,chinese-grand-prix,Ricciardo,Red Bull,94.537,0.538,22.0,94.557,1.075,26.0,95.061,2.043,4.0,6,93.87700000000001
2018,chinese-grand-prix,Verstappen,Red Bull,94.668,0.669,22.0,93.823,0.341,26.0,93.969,0.951,14.0,5,92.932
2018,chinese-grand-prix,Vettel,Ferrari,94.861,0.862,18.0,93.59,0.108,27.0,93.018,0.0,14.0,1,92.17099999999999
